County.Code,County.Name,Test.Id,Test.Name,Grade,Students.Tested,Mean.Scale.Score,Count.Test.Grade,Pct.Test.Grade,Population,per.capita.income,median.household.income,median.family.income,Spend,ADAttend,Spend.Per.ADA
9,El Dorado,13,CST Algebra II,11,650,338.3,122079,0.005324421,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,15,CST Summative High School Mathematics,11,535,377.3,124304,0.004303964,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,19,CST U.S. History,11,2130,362.8,447386,0.004760989,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,7,CST English-Language Arts,11,2172,353.7,440115,0.004935074,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,9,CST Algebra I,11,182,288.1,49868,0.003649635,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,13,CST Algebra II,13,1429,357.8,286737,0.004983661,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,9,CST Algebra I,13,3346,353.1,711705,0.004701386,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,15,CST Summative High School Mathematics,13,650,386.2,149987,0.004333709,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,11,CST Geometry,13,1887,349.1,407658,0.00462888,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,28,CST General Mathematics,13,856,317.4,190615,0.004490727,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,23,CST Physics,13,111,379.5,80833,0.001373202,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,21,CST Chemistry,13,1236,360.8,275452,0.00448717,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,20,CST Biology,13,2253,383.8,556893,0.00404566,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,10,CST Integrated Math 1,13,28,282.4,13486,0.002076227,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,22,CST Earth Science,13,1697,357.5,206991,0.008198424,179878,34385,68815,82930,203414078,24152,8422
9,El Dorado,18,CST World History,13,2314,361.8,474255,0.004879232,179878,34385,68815,82930,203414078,24152,8422
10,Fresno,7,CST English-Language Arts,2,15393,356.1,464896,0.033110631,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,2,15360,380.9,464515,0.033066747,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,3,14272,393.3,443961,0.032146968,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,3,14185,339.6,441572,0.032123867,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,4,13661,367.1,428906,0.031850802,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,4,13771,395.1,433012,0.031802814,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,5,13661,393.8,432775,0.031566056,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,5,13549,355.5,429498,0.031546131,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",5,13569,350.6,431142,0.03147223,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,6,13484,367.2,436563,0.030886722,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,6,13398,359.9,434374,0.030844388,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,7,13478,356,431187,0.0312579,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,7,1131,404.9,37803,0.02991826,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,8,CST Mathematics,7,12370,353.4,393811,0.031411007,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,29,CST History - Social Science Grade 8,8,14180,342.8,459125,0.030884835,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,28,CST General Mathematics,8,4727,307.3,145549,0.032477035,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,11,CST Geometry,8,986,377.2,29035,0.033959015,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,8,8307,355.5,276039,0.030093574,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,8,13476,355.1,435491,0.030944382,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",8,13408,381.7,436071,0.030747287,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,24,CST Integrated/Coordinated Science 1,9,740,339.8,33944,0.021800613,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,23,CST Physics,9,809,325.8,14112,0.057327098,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,22,CST Earth Science,9,6746,330.3,133961,0.05035794,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,10,CST Integrated Math 1,9,51,299.2,980,0.052040816,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,20,CST Biology,9,4484,368.5,228962,0.019584036,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,21,CST Chemistry,9,56,415.1,5365,0.010438024,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,9,13295,353.5,463236,0.028700274,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,13,CST Algebra II,9,664,381.6,32400,0.020493827,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,9,7550,302.9,243349,0.0310254,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,11,CST Geometry,9,4506,333.9,144063,0.031277983,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,28,CST General Mathematics,9,718,276.6,45052,0.015937139,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,18,CST World History,9,135,240.9,35087,0.003847579,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,18,CST World History,10,13120,340.1,422893,0.031024396,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,15,CST Summative High School Mathematics,10,416,393.4,24757,0.016803328,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,11,CST Geometry,10,5101,290.5,156167,0.032663751,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,10,3448,288.9,104567,0.032974074,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,13,CST Algebra II,10,3702,341.3,131448,0.028163228,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,10,13439,339.6,455362,0.029512783,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,21,CST Chemistry,10,2949,352.2,136209,0.021650552,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,20,CST Biology,10,8847,336,228138,0.03877916,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,12,CST Integrated Math 2,10,110,309.7,1432,0.076815642,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,10,CST Integrated Math 1,10,151,274.6,5965,0.025314334,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,22,CST Earth Science,10,535,318.2,30649,0.017455708,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,23,CST Physics,10,162,320.8,9902,0.016360331,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,24,CST Integrated/Coordinated Science 1,10,54,314.3,4401,0.012269939,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",10,13235,346.5,451374,0.029321583,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,24,CST Integrated/Coordinated Science 1,11,890,300.3,7963,0.111766922,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,23,CST Physics,11,1240,336.4,56726,0.021859465,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,14,CST Integrated Math 3,11,24,306.3,530,0.045283019,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,22,CST Earth Science,11,882,327.9,42331,0.020835794,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,10,CST Integrated Math 1,11,248,274.3,6318,0.039252928,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,12,CST Integrated Math 2,11,449,295.3,3364,0.133472057,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,20,CST Biology,11,2981,347.6,99776,0.029876924,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,21,CST Chemistry,11,4415,321.5,133804,0.032996024,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,13,CST Algebra II,11,3827,295.9,122079,0.031348553,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,7,CST English-Language Arts,11,13069,333.9,440115,0.029694512,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,11,1508,276.7,49868,0.030239833,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,11,CST Geometry,11,2761,272.3,78308,0.035258211,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,19,CST U.S. History,11,13224,338.3,447386,0.029558368,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,15,CST Summative High School Mathematics,11,3191,337.3,124304,0.025670936,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,18,CST World History,11,485,294.3,16163,0.030006806,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,10,CST Integrated Math 1,13,450,277.3,13486,0.033367937,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,15,CST Summative High School Mathematics,13,3611,343.8,149987,0.02407542,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,11,CST Geometry,13,13354,307.8,407658,0.032757851,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,28,CST General Mathematics,13,5445,303.4,190615,0.028565433,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,13,CST Algebra II,13,8197,323.5,286737,0.028587172,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,9,CST Algebra I,13,21944,324.2,711705,0.030833,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,22,CST Earth Science,13,8163,329.3,206991,0.039436497,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,21,CST Chemistry,13,7420,334.4,275452,0.026937543,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,20,CST Biology,13,16312,347.1,556893,0.029291085,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,12,CST Integrated Math 2,13,561,298,5102,0.10995688,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,14,CST Integrated Math 3,13,25,303.5,769,0.032509753,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,24,CST Integrated/Coordinated Science 1,13,1684,318.1,46386,0.036304057,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,18,CST World History,13,13740,338.4,474255,0.028971756,920623,20638,46903,52832,1543852332,178560,8646
10,Fresno,23,CST Physics,13,2211,331.4,80833,0.02735269,920623,20638,46903,52832,1543852332,178560,8646
11,Glenn,7,CST English-Language Arts,2,358,340.4,464896,0.000770065,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,2,357,347.2,464515,0.000768544,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,3,395,359.7,443961,0.000889718,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,3,392,328.1,441572,0.000887737,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,4,380,356,428906,0.000885975,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,4,383,360.3,433012,0.000884502,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,5,408,358.4,432775,0.000942753,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,5,408,350.6,429498,0.000949946,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",5,407,336,431142,0.000944005,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,6,382,345.9,434374,0.000879426,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,6,380,337.1,436563,0.000870436,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,7,389,350.7,431187,0.000902161,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,7,42,385.6,37803,0.001111023,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,8,CST Mathematics,7,345,338.4,393811,0.000876055,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,8,210,336.4,276039,0.000760762,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,8,392,350.2,435491,0.000900133,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,11,CST Geometry,8,23,377.8,29035,0.000792147,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,29,CST History - Social Science Grade 8,8,412,329.8,459125,0.000897359,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,28,CST General Mathematics,8,174,327.7,145549,0.001195474,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",8,389,355.3,436071,0.000892057,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,22,CST Earth Science,9,184,328.5,133961,0.001373534,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,20,CST Biology,9,109,356,228962,0.000476062,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,28,CST General Mathematics,9,14,274.9,45052,0.000310752,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,11,CST Geometry,9,129,321.3,144063,0.000895442,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,9,390,344.2,463236,0.000841903,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,9,229,294.4,243349,0.000941035,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,13,CST Algebra II,9,22,358.7,32400,0.000679012,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,13,CST Algebra II,10,82,325.1,131448,0.000623821,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,10,126,288.3,104567,0.001204969,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,10,398,331.1,455362,0.00087403,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,11,CST Geometry,10,125,290.4,156167,0.000800425,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,15,CST Summative High School Mathematics,10,19,339.2,24757,0.00076746,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,10,CST Integrated Math 1,10,34,279.8,5965,0.005699916,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,20,CST Biology,10,301,332,228138,0.001319377,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,21,CST Chemistry,10,57,340.7,136209,0.000418475,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,22,CST Earth Science,10,17,315.2,30649,0.000554667,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,18,CST World History,10,395,317,422893,0.000934042,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",10,391,347,451374,0.000866244,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,18,CST World History,11,18,270.2,16163,0.001113655,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,22,CST Earth Science,11,60,318.1,42331,0.001417401,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,21,CST Chemistry,11,111,308.3,133804,0.000829572,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,12,CST Integrated Math 2,11,22,309.1,3364,0.006539834,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,20,CST Biology,11,87,345.4,99776,0.000871953,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,23,CST Physics,11,20,338.3,56726,0.000352572,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,10,CST Integrated Math 1,11,32,304.8,6318,0.005064894,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,15,CST Summative High School Mathematics,11,76,295.2,124304,0.000611404,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,11,CST Geometry,11,59,273.2,78308,0.000753435,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,19,CST U.S. History,11,408,323.9,447386,0.000911964,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,7,CST English-Language Arts,11,397,324.7,440115,0.000902037,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,11,66,289.8,49868,0.001323494,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,13,CST Algebra II,11,107,290.6,122079,0.000876482,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,11,CST Geometry,13,336,305.2,407658,0.00082422,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,13,CST Algebra II,13,211,311.1,286737,0.000735866,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,9,CST Algebra I,13,673,311.9,711705,0.000945617,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,28,CST General Mathematics,13,188,324.3,190615,0.000986281,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,10,CST Integrated Math 1,13,66,291.9,13486,0.004893964,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,20,CST Biology,13,497,339.6,556893,0.000892452,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,15,CST Summative High School Mathematics,13,95,304,149987,0.000633388,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,23,CST Physics,13,21,340.1,80833,0.000259795,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,12,CST Integrated Math 2,13,24,318.3,5102,0.004704038,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,21,CST Chemistry,13,168,319.3,275452,0.000609907,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,22,CST Earth Science,13,261,325.3,206991,0.001260924,28027,21254,43239,51067,41004303,4937,8306
11,Glenn,18,CST World History,13,414,315.5,474255,0.000872948,28027,21254,43239,51067,41004303,4937,8306
12,Humboldt,7,CST English-Language Arts,2,1327,352.3,464896,0.002854402,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,2,1328,376.5,464515,0.002858896,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,3,1272,384.9,443961,0.002865117,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,3,1258,345.9,441572,0.002848913,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,4,1150,369.5,428906,0.00268124,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,4,1170,378.5,433012,0.002702004,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,5,1283,366.8,432775,0.002964589,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,5,1268,364.7,429498,0.002952284,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",5,1272,367.6,431142,0.002950304,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,6,1112,367.5,434374,0.002560006,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,6,1111,359.7,436563,0.002544879,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,8,CST Mathematics,7,1146,371.2,393811,0.002910025,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,7,1167,374.1,431187,0.002706482,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,7,17,402.1,37803,0.0004497,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,8,532,360.1,276039,0.001927264,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,8,1225,369.2,435491,0.002812917,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,29,CST History - Social Science Grade 8,8,1301,349.2,459125,0.002833651,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,28,CST General Mathematics,8,720,343.4,145549,0.004946788,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,11,CST Geometry,8,39,413.5,29035,0.001343206,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",8,1224,388.4,436071,0.002806882,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,23,CST Physics,9,53,306,14112,0.003755669,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,18,CST World History,9,21,298.3,35087,0.000598512,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,22,CST Earth Science,9,257,339.8,133961,0.001918469,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,20,CST Biology,9,502,363.4,228962,0.002192504,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,11,CST Geometry,9,310,355.2,144063,0.002151836,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,28,CST General Mathematics,9,328,311.2,45052,0.007280476,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,9,566,313.8,243349,0.002325878,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,9,1259,362.3,463236,0.002717837,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,13,CST Algebra II,9,57,383.9,32400,0.001759259,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,13,CST Algebra II,10,278,334.8,131448,0.002114905,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,10,1216,342.1,455362,0.002670403,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,10,354,289.8,104567,0.003385389,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,15,CST Summative High School Mathematics,10,29,379,24757,0.001171386,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,11,CST Geometry,10,340,309.2,156167,0.002177157,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,20,CST Biology,10,462,344.8,228138,0.00202509,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,10,CST Integrated Math 1,10,36,381.2,5965,0.006035205,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,21,CST Chemistry,10,239,357.9,136209,0.001754656,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,22,CST Earth Science,10,152,332.8,30649,0.004959379,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,18,CST World History,10,1087,341.5,422893,0.00257039,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,23,CST Physics,10,38,302.9,9902,0.003837609,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",10,1196,347.8,451374,0.002649687,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,23,CST Physics,11,96,359.7,56726,0.001692346,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,18,CST World History,11,67,315.5,16163,0.00414527,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,22,CST Earth Science,11,111,333,42331,0.002622192,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,21,CST Chemistry,11,225,343.6,133804,0.001681564,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,12,CST Integrated Math 2,11,22,371,3364,0.006539834,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,20,CST Biology,11,202,349,99776,0.002024535,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,11,CST Geometry,11,209,296,78308,0.002668948,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,19,CST U.S. History,11,1208,339.6,447386,0.002700129,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,15,CST Summative High School Mathematics,11,245,343.1,124304,0.001970974,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,11,158,291.1,49868,0.003168364,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,7,CST English-Language Arts,11,1185,340.5,440115,0.002692478,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,13,CST Algebra II,11,253,306.1,122079,0.002072429,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,28,CST General Mathematics,13,1048,333.6,190615,0.005497993,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,9,CST Algebra I,13,1627,323,711705,0.00228606,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,10,CST Integrated Math 1,13,37,376.9,13486,0.002743586,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,15,CST Summative High School Mathematics,13,278,348.7,149987,0.001853494,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,11,CST Geometry,13,898,326.8,407658,0.002202827,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,13,CST Algebra II,13,588,327.3,286737,0.00205066,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,21,CST Chemistry,13,467,350.8,275452,0.001695395,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,20,CST Biology,13,1166,353.5,556893,0.002093759,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,12,CST Integrated Math 2,13,23,368.5,5102,0.004508036,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,22,CST Earth Science,13,520,336.3,206991,0.002512187,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,24,CST Integrated/Coordinated Science 1,13,23,317.2,46386,0.000495839,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,18,CST World History,13,1175,339.6,474255,0.00247757,133585,24209,40376,52317,138967537,14545,9555
12,Humboldt,23,CST Physics,13,187,333.3,80833,0.002313412,133585,24209,40376,52317,138967537,14545,9555
13,Imperial,7,CST English-Language Arts,2,2632,345.4,464896,0.005661481,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,2,2631,364.9,464515,0.005663972,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,3,2576,376.1,443961,0.005802311,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,7,CST English-Language Arts,3,2574,325.6,441572,0.005829174,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,7,CST English-Language Arts,4,2534,357.9,428906,0.005908054,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,4,2552,373.7,433012,0.005893601,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,7,CST English-Language Arts,5,2583,346.4,429498,0.006013998,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,5,2601,369.1,432775,0.006010051,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",5,2586,338.3,431142,0.005998024,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,6,2531,348.8,436563,0.00579756,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,7,CST English-Language Arts,6,2519,350.7,434374,0.00579915,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,7,CST English-Language Arts,7,2589,352.4,431187,0.006004355,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,9,CST Algebra I,7,25,450,37803,0.000661323,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,8,CST Mathematics,7,2562,351.6,393811,0.006505659,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,28,CST General Mathematics,8,1584,323.8,145549,0.010882933,171343,16593,39402,43769,292624974,33446,8749
13,Imperial,32,"CST Science - Grade 5, Grade 8, and Grade 10 Life Science",8,2619,368.6,436071,0.006005903,171343,16593,39402,43769,292624974,33446,8749
